Academic_Level,Income,Registration_Time,Recency,Liquor,Vegetables,Pork,Seafood,Candy,Jewellery,Num_Deals_Purchases,Num_Web_Purchases,Num_Catalog_Purchases,Num_Store_Purchases,Num_Web_Visits_Month,Promo_30,Promo_40,Promo_50,Promo_10,Promo_20,Complain,Gender,Total_Purchase,Payment_Method,Age,Total_Spending,Marital_Status,Num_Of_Child
Master,42207,01-04-2022,71,117,13,72,3,17,46,4,4,1,5,6,1,-1,0,0,0,0,Female,14,Online,39,268,Married,1
Master,47352,11-04-2022,70,173,14,112,8,0,15,4,6,1,5,7,0,-1,0,0,0,0,Male,16,Online,46,322,Together,1
PhD,54549,03-03-2023,8,217,4,6,0,0,9,2,5,1,4,7,0,-1,0,0,0,0,Other,12,Online,35,236,Married,1
Master,45903,23-04-2023,80,34,10,10,2,10,3,2,2,1,3,4,0,-1,0,0,0,0,Other,8,Mobile,50,69,Together,1
Master,53761,11-10-2022,7,159,2,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,Female,17,Not Provided,44,328,Married,2
Graduation,31615,16-03-2022,82,3,5,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,Other,7,Not Provided,44,54,Divorced,1
PhD,33438,22-09-2022,81,63,3,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,Other,11,Not Provided,30,93,Widow,2
PhD,42473,17-02-2023,72,94,3,21,0,4,25,3,2,1,4,5,0,-1,0,0,0,0,Male,10,Mobile,33,147,Single,2
2n Cycle,42607,17-11-2022,30,157,31,56,30,32,47,2,3,2,7,3,0,-1,0,0,0,0,Other,14,Mobile,35,353,Single,1
PhD,83664,08-05-2022,57,867,23,151,28,21,86,3,2,2,12,5,0,-1,0,0,0,0,Other,19,Not Provided,41,1176,Divorced,2
Graduation,22775,19-06-2022,40,6,3,8,0,0,1,1,1,0,2,8,0,-1,0,0,0,0,Male,4,Card,33,18,Together,1
Graduation,64722,26-05-2023,47,304,2,280,60,147,15,4,8,2,11,6,0,-1,0,0,0,0,Other,25,Not Provided,43,808,Married,1
Graduation,60474,01-04-2022,25,266,201,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,Female,31,Not Provided,33,1183,Single,1
Master,50965,20-02-2022,87,545,15,85,8,6,29,3,10,4,5,8,1,1,0,0,0,0,Other,22,Online,30,688,Married,1
Master,66726,12-01-2023,61,350,9,35,0,0,47,3,8,2,4,7,0,0,0,0,0,0,Male,17,Not Provided,35,441,Married,2
2n Cycle,71488,18-02-2022,87,163,35,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,Male,16,Card,47,562,Together,0
PhD,34596,13-04-2022,48,15,2,2,0,0,7,1,1,0,2,8,0,-1,0,0,0,0,Male,4,Online,45,26,Married,1
Graduation,27244,07-03-2023,84,7,7,17,3,24,46,2,2,2,2,7,0,-1,0,0,0,0,Other,8,Card,38,104,Married,1
Graduation,31859,14-06-2022,77,4,3,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,Female,4,Online,28,23,Divorced,1
2n Cycle,81698,01-03-2022,1,710,47,115,30,160,45,1,8,2,5,5,0,-1,0,1,0,0,Male,16,Card,35,1107,Single,0
Master,54108,05-11-2021,74,540,8,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,Male,32,Not Provided,37,750,Married,2
Graduation,76467,17-08-2021,44,677,163,426,210,44,58,2,2,5,5,6,0,-1,0,0,0,0,Male,14,Mobile,33,1578,Single,1
2n Cycle,80617,12-10-2021,42,595,53,631,72,55,32,1,4,6,8,2,0,-1,0,0,0,0,Other,19,Online,39,1438,Single,0
Graduation,40059,28-09-2022,82,111,31,92,28,10,145,1,6,2,3,8,1,-1,0,0,0,0,Female,12,Not Provided,37,417,Married,1
Graduation,50272,07-08-2022,75,100,15,66,43,8,4,3,4,1,5,7,0,-1,0,0,0,0,Female,13,Online,38,236,Together,1
Graduation,84219,02-02-2023,27,435,139,400,45,137,45,1,3,4,10,1,0,-1,0,0,0,0,Male,18,Cash,43,1201,Married,0
Graduation,70566,06-10-2022,4,382,30,215,84,28,21,2,6,5,9,3,0,-1,0,0,0,0,Other,22,Card,50,760,Single,1
PhD,50616,18-04-2023,56,129,2,16,0,1,4,2,4,0,4,7,0,-1,0,0,0,0,Other,10,Card,40,152,Divorced,1
Graduation,28587,12-02-2023,42,23,6,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,Male,9,Online,30,81,Together,1
Master,63915,30-07-2022,2,623,9,115,30,0,15,2,6,3,12,5,0,-1,0,0,0,0,Male,23,Cash,33,792,Married,2
Graduation,78499,23-11-2022,12,913,74,170,47,36,97,1,11,3,4,4,0,0,0,0,0,0,Female,19,Mobile,36,1337,Single,0
Graduation,45203,23-03-2023,4,36,5,67,10,8,24,1,3,1,3,6,0,-1,0,0,0,0,Male,8,Cash,32,150,Together,2
PhD,38175,23-09-2022,6,71,8,69,2,3,3,3,3,1,4,7,0,-1,0,0,0,0,Female,11,Mobile,38,156,Married,1
Graduation,62568,07-04-2023,99,363,19,398,80,35,61,3,5,3,5,4,0,-1,0,1,0,0,Other,16,Card,42,956,Together,1
Graduation,58554,26-09-2021,55,369,26,68,38,0,88,6,8,2,6,7,0,-1,0,0,0,0,Female,22,Cash,32,589,Together,2
Master,80141,11-01-2022,20,1185,104,673,52,40,40,1,7,4,10,6,0,-1,0,0,0,0,Other,22,Not Provided,34,2094,Married,0
Graduation,73538,25-11-2021,92,812,78,428,99,137,107,3,10,4,9,7,0,-1,0,0,0,0,Male,26,Online,33,1661,Married,1
Graduation,28510,13-04-2022,72,45,7,19,0,4,19,3,2,0,4,5,0,-1,0,0,0,0,Male,9,Cash,32,94,Divorced,2
Graduation,16529,01-03-2023,23,4,2,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,Other,5,Not Provided,32,25,Together,1
PhD,58293,19-01-2023,94,174,45,118,46,27,15,5,5,3,6,5,0,0,0,0,0,0,Other,19,Online,36,425,Married,1
PhD,37717,23-11-2021,31,10,2,6,4,1,5,1,1,0,2,9,0,-1,0,0,0,0,Female,4,Online,31,28,Married,1
Graduation,41580,10-12-2021,15,57,7,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,Other,9,Cash,39,95,Together,2
Master,63841,21-04-2022,64,636,17,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,Female,22,Cash,46,911,Divorced,1
PhD,40637,17-07-2022,72,23,2,13,0,0,3,2,1,0,3,7,0,-1,0,0,0,0,Male,6,Mobile,32,41,Single,2
PhD,70038,25-10-2022,54,588,56,348,71,54,130,1,4,4,8,2,0,-1,0,0,0,0,Female,17,Online,42,1247,Together,0
PhD,50611,04-10-2021,98,460,2,24,6,0,4,6,4,5,7,6,0,-1,0,0,0,0,Male,22,Online,32,496,Divorced,1
Graduation,44213,29-11-2022,48,96,13,35,0,4,7,4,2,1,5,6,0,-1,0,0,0,0,Male,12,Mobile,43,155,Single,2
Graduation,73455,28-10-2022,98,902,63,757,186,163,20,1,6,5,10,3,0,-1,0,0,0,0,Male,22,Card,40,2091,Widow,0
Master,55249,17-04-2023,81,98,3,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,Male,8,Mobile,45,133,Together,1
PhD,74250,26-01-2023,90,681,13,392,75,0,0,1,2,11,4,1,0,-1,0,0,0,0,Female,18,Online,40,1161,Together,0
2n Cycle,7500,09-11-2021,24,4,20,14,15,22,50,3,3,1,3,9,0,-1,0,0,0,0,Male,10,Cash,40,125,Married,0
Graduation,27215,23-01-2022,50,31,7,22,8,9,28,4,2,1,4,6,0,-1,0,0,0,0,Male,11,Card,38,105,Divorced,3
Graduation,60208,07-10-2021,13,489,25,71,15,0,59,11,8,3,7,7,0,-1,0,0,0,0,Female,29,Not Provided,49,659,Widow,2
Basic,24279,29-12-2021,6,17,38,21,20,62,108,1,4,1,3,8,0,-1,0,0,0,0,Female,9,Mobile,34,266,Married,0
Graduation,70617,23-06-2022,45,354,63,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,Male,14,Online,34,1283,Married,0
Basic,21063,25-09-2022,34,2,12,11,19,3,15,2,2,0,3,6,0,-1,0,0,0,0,Other,7,Not Provided,35,62,Single,1
Graduation,33402,18-07-2022,60,27,4,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,Other,9,Cash,40,73,Together,2
Graduation,28332,30-04-2023,58,15,12,13,4,15,9,1,2,1,4,2,0,-1,0,0,0,0,Female,8,Card,36,68,Married,0
Master,56129,20-06-2022,65,321,50,133,39,72,48,4,6,2,10,4,0,-1,0,0,0,0,Male,22,Mobile,39,663,Together,1
Graduation,69508,14-11-2021,48,825,34,162,42,32,43,2,11,4,11,6,0,-1,0,0,0,0,Male,28,Cash,38,1138,Together,1
Graduation,77298,02-11-2022,46,426,117,292,23,35,79,1,6,6,11,3,0,-1,0,0,0,0,Other,24,Cash,38,972,Together,1
Graduation,28442,24-02-2023,53,20,5,10,11,8,6,3,2,1,4,4,0,-1,0,0,0,0,Male,10,Card,37,60,Married,2
Graduation,49096,24-09-2022,15,145,3,32,2,1,7,4,4,1,4,7,0,-1,0,0,0,0,Male,13,Online,37,190,Married,2
Master,20559,12-03-2022,88,14,3,29,3,0,7,2,2,0,3,8,0,-1,0,0,0,0,Other,7,Online,34,56,Married,1
Graduation,83003,03-03-2022,18,857,63,570,40,25,122,1,7,6,8,3,0,-1,0,0,0,0,Male,22,Mobile,35,1677,Together,0
Graduation,15759,05-09-2022,12,2,4,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,Male,4,Card,41,20,Married,0
Graduation,71796,24-10-2022,54,355,23,311,167,75,32,1,9,3,4,4,0,-1,0,0,0,0,Female,17,Mobile,38,963,Together,0
PhD,29999,13-02-2022,22,69,9,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,Female,12,Online,34,163,Single,1
Master,55282,13-12-2022,9,126,8,73,8,4,19,1,3,1,6,4,0,-1,0,0,0,0,Female,11,Not Provided,42,238,Divorced,1
Graduation,72679,18-09-2022,65,620,56,260,127,54,54,1,4,7,5,1,0,-1,0,0,0,0,Male,17,Card,31,1171,Single,1
Graduation,37406,10-10-2022,18,3,2,8,2,2,3,1,1,0,2,8,0,-1,0,0,0,0,Female,4,Mobile,42,20,Married,1
Graduation,67432,29-03-2022,69,433,81,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,Male,19,Online,41,1338,Married,1
Graduation,68487,13-01-2022,48,759,14,385,33,89,89,1,9,7,13,4,0,-1,0,0,0,0,Male,30,Online,41,1369,Married,0
Graduation,66303,26-02-2022,56,1091,14,96,16,12,60,4,3,4,11,8,0,-1,0,0,0,0,Female,22,Cash,35,1289,Married,1
Basic,9722,02-10-2021,7,7,19,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,Male,11,Mobile,33,106,Together,1
Graduation,55759,28-11-2021,84,676,2,85,10,7,77,5,10,3,8,8,0,-1,0,0,0,0,Female,26,Not Provided,30,857,Married,1
Graduation,65275,03-04-2022,9,389,16,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,Other,21,Online,46,749,Married,0
Master,34941,06-03-2022,26,40,4,25,4,3,24,2,3,0,3,8,0,-1,0,0,0,0,Other,8,Not Provided,37,100,Together,2
PhD,68126,10-11-2021,40,1333,19,311,23,51,86,1,7,4,5,9,0,-1,0,0,0,0,Other,17,Card,28,1823,Single,0
2n Cycle,31859,27-02-2023,3,4,6,7,15,8,11,1,1,0,3,7,0,-1,0,0,0,0,Other,5,Mobile,36,51,Single,1
Graduation,27469,02-08-2021,2,10,3,2,3,2,0,1,0,0,3,6,0,0,0,0,0,0,Female,4,Card,39,20,Married,0
Graduation,72903,29-10-2022,74,1068,140,750,0,19,39,1,7,5,8,4,0,-1,0,1,0,0,Male,21,Online,36,2016,Single,0
Master,34529,14-09-2021,94,69,8,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,Female,9,Not Provided,36,165,Married,1
Graduation,49090,19-07-2022,45,495,7,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,Other,21,Mobile,41,691,Single,1
Graduation,77142,29-05-2022,54,477,77,162,29,151,97,1,4,4,8,2,0,-1,0,0,0,0,Female,17,Cash,35,993,Married,0
PhD,77376,10-05-2023,72,493,21,110,16,12,12,4,6,3,10,4,0,-1,0,0,0,0,Other,23,Online,43,664,Together,2
Graduation,47916,22-11-2021,72,506,2,26,0,0,75,5,7,4,6,6,0,0,0,0,0,0,Female,22,Card,34,609,Widow,1
Graduation,54252,28-05-2022,25,179,6,26,8,4,44,5,4,1,5,6,0,-1,0,0,0,0,Male,15,Not Provided,34,267,Single,2
Graduation,34935,21-06-2022,71,35,6,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,Other,8,Mobile,37,140,Married,0
Graduation,35790,02-01-2022,54,13,8,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,Other,7,Cash,38,75,Single,1
2n Cycle,7500,07-05-2022,7,3,10,11,3,8,21,4,3,2,2,7,0,-1,0,0,0,0,Other,11,Not Provided,30,56,Together,1
Graduation,83033,18-05-2023,82,813,101,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,Male,26,Card,28,1764,Together,1
Graduation,49967,08-07-2022,4,213,8,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,Male,15,Not Provided,35,309,Single,1
PhD,31560,24-06-2022,98,63,3,20,4,0,7,2,2,1,3,8,0,-1,0,0,0,0,Female,8,Online,35,97,Single,1
PhD,78939,12-12-2022,57,795,117,243,150,0,205,1,8,5,6,3,0,-1,0,0,0,0,Male,20,Online,44,1510,Married,0
PhD,48699,21-05-2022,90,27,3,10,2,0,1,1,1,0,3,5,0,-1,0,0,0,0,Male,5,Online,48,43,Married,2
Graduation,83829,08-10-2022,78,898,163,430,186,161,27,0,4,7,6,1,1,-1,0,1,0,0,Other,17,Card,32,1865,Divorced,0
PhD,68352,28-08-2022,47,615,18,132,43,33,33,3,8,5,9,6,0,-1,0,0,0,0,Other,25,Cash,33,874,Single,1
PhD,66375,21-11-2022,96,713,2,45,0,0,191,3,2,4,5,7,1,-1,0,0,0,0,Female,14,Mobile,33,951,Together,1
PhD,39190,26-04-2023,91,69,10,18,19,8,12,2,2,1,4,5,0,-1,0,0,0,0,Female,9,Online,43,136,Single,1
Master,65569,05-11-2021,96,398,48,288,20,38,70,2,6,5,10,3,0,-1,0,0,0,0,Male,23,Card,28,862,Married,1
Graduation,76653,16-08-2022,91,737,65,946,219,189,126,1,4,7,11,2,0,-1,0,1,0,0,Female,23,Card,39,2282,Together,0
Graduation,21846,22-10-2022,38,8,19,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,Male,11,Not Provided,34,87,Divorced,1
Graduation,80952,28-02-2022,20,779,180,689,41,27,44,1,8,5,11,8,0,-1,0,1,0,0,Male,25,Cash,40,1760,Married,0
Basic,25965,07-09-2021,29,3,4,11,41,7,11,1,2,0,3,8,0,-1,0,0,0,0,Other,6,Not Provided,40,77,Married,0
Master,38452,30-03-2023,62,57,2,14,0,0,2,3,3,0,3,7,0,-1,0,0,0,0,Male,9,Mobile,41,75,Married,2
Graduation,153924,07-02-2023,81,2,3,1,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,Other,0,Card,38,9,Divorced,0
Master,88097,18-08-2021,24,164,2,480,0,126,75,1,6,5,8,9,0,0,0,1,0,0,Other,20,Not Provided,46,847,Married,1
2n Cycle,25315,07-11-2022,46,2,11,8,11,3,22,3,3,0,3,8,0,-1,0,0,0,0,Other,9,Online,40,57,Together,1
2n Cycle,26887,10-02-2022,27,7,9,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,Female,5,Card,38,33,Married,1
Graduation,62820,11-05-2022,51,399,63,265,138,61,53,1,3,4,6,1,0,-1,0,0,0,0,Male,14,Card,28,979,Married,0
Graduation,48192,06-04-2022,76,1040,45,204,153,58,29,3,2,8,12,8,0,-1,1,1,1,0,Other,25,Online,37,1529,Married,0
Graduation,23539,28-02-2023,13,5,26,11,16,1,25,1,2,0,4,6,0,-1,0,0,0,0,Male,7,Online,39,84,Married,0
PhD,162397,03-06-2022,31,86,3,16,2,1,2,0,0,0,1,1,0,-1,0,0,0,0,Female,1,Cash,34,110,Together,2
Master,22669,22-05-2022,30,17,16,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,Male,10,Not Provided,39,176,Together,1
Graduation,48726,27-04-2022,90,139,5,38,4,0,59,3,3,2,4,6,0,-1,0,0,0,0,Female,12,Card,39,245,Married,1
Graduation,45837,26-07-2022,88,216,15,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,Male,18,Card,35,376,Married,2
Graduation,76998,11-01-2022,85,1450,91,161,69,35,107,2,11,8,8,6,0,0,0,0,0,0,Other,29,Card,42,1913,Married,1
Graduation,43602,10-01-2023,45,20,7,12,10,3,19,3,3,1,2,6,0,-1,0,0,0,0,Other,9,Mobile,33,71,Single,2
PhD,52869,15-10-2021,40,85,5,61,2,1,21,3,3,1,4,7,0,0,0,0,0,0,Female,11,Cash,33,175,Married,2
Graduation,22574,28-10-2022,28,26,2,8,2,0,2,2,2,0,3,7,0,-1,0,0,0,0,Female,7,Not Provided,33,40,Married,3
PhD,55260,12-12-2021,81,826,10,53,11,0,242,2,8,10,5,6,0,-1,0,0,0,0,Female,25,Online,38,1142,Single,1
2n Cycle,82347,06-11-2021,38,557,56,845,202,133,63,1,7,7,10,3,1,-1,0,1,0,0,Other,25,Online,38,1856,Married,0
PhD,50616,13-04-2023,71,31,4,25,0,1,9,1,1,1,4,2,0,-1,0,0,0,0,Female,7,Card,40,70,Together,1
Graduation,46923,22-08-2021,90,86,46,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,Other,16,Online,32,372,Single,1
PhD,23536,04-06-2023,53,7,2,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,Female,4,Cash,38,13,Married,1
Graduation,33955,09-08-2022,92,101,4,128,23,7,10,4,5,1,5,8,0,-1,0,0,0,0,Female,15,Online,33,273,Single,1
Graduation,18227,08-11-2021,21,2,4,7,4,3,11,1,0,1,2,8,0,-1,0,0,0,0,Male,4,Card,33,31,Together,1
Graduation,24206,08-03-2022,66,8,4,8,3,2,3,1,1,0,3,6,0,-1,0,0,0,0,Other,5,Not Provided,39,28,Single,1
Graduation,65106,24-05-2023,55,791,21,133,12,0,19,3,8,3,13,6,0,-1,0,0,0,0,Male,27,Not Provided,33,976,Married,1
PhD,41437,22-09-2021,5,30,2,2,0,0,1,1,1,0,3,7,0,-1,0,0,0,0,Male,5,Not Provided,33,35,Divorced,2
PhD,46377,01-03-2023,89,38,2,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,Other,7,Not Provided,39,93,Married,1
Basic,24882,09-09-2021,52,2,6,10,29,0,36,1,1,1,2,6,1,-1,0,0,0,0,Female,5,Card,28,83,Together,1
Graduation,60894,28-06-2022,61,607,9,155,10,0,54,5,10,3,8,7,0,-1,0,0,0,0,Female,26,Not Provided,35,835,Together,1
Basic,13084,02-11-2022,29,3,2,7,3,7,10,1,1,0,3,6,0,-1,0,0,0,0,Male,5,Not Provided,40,32,Together,0
PhD,52614,01-12-2021,63,790,2,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,Female,16,Card,41,993,Single,1
PhD,62159,28-04-2023,68,183,19,259,77,70,29,1,6,2,10,4,0,-1,0,0,0,0,Other,19,Cash,38,637,Single,0
Master,47570,29-05-2022,3,68,3,20,0,2,31,3,2,2,2,7,0,-1,0,0,0,0,Female,9,Online,39,124,Widow,2
Graduation,53653,07-11-2021,29,816,12,239,28,10,108,2,10,4,12,6,0,-1,0,0,0,0,Male,28,Mobile,40,1213,Widow,0
PhD,67786,07-12-2022,0,432,84,441,80,20,102,1,3,6,6,1,0,-1,0,0,0,0,Male,16,Card,38,1159,Widow,0
Master,28520,14-06-2022,55,12,2,10,0,2,20,1,1,1,2,6,0,-1,0,0,0,0,Female,5,Cash,41,46,Married,2
PhD,61917,20-11-2022,83,47,6,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,Female,7,Card,42,94,Married,2
2n Cycle,20981,30-04-2022,14,3,14,10,6,13,30,1,3,1,2,8,0,-1,0,0,0,0,Female,7,Cash,43,76,Together,0
PhD,45759,23-02-2022,13,43,3,18,3,0,4,2,2,0,3,7,0,-1,0,0,0,0,Female,7,Online,43,71,Married,2
Graduation,51479,28-12-2021,67,248,10,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,Other,22,Cash,34,497,Married,2
Graduation,15345,31-08-2021,51,6,4,16,3,2,19,2,1,1,2,8,0,-1,0,0,0,0,Other,6,Online,45,50,Together,1
Master,39858,24-01-2022,67,16,22,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,Male,7,Not Provided,37,98,Single,1
2n Cycle,96547,23-05-2023,4,449,23,125,52,101,62,0,7,6,8,2,1,-1,0,1,0,0,Female,21,Online,34,812,Married,0
PhD,64355,24-08-2021,66,1048,2,140,67,38,153,2,4,3,12,8,0,-1,0,0,0,0,Male,21,Cash,38,1448,Married,1
2n Cycle,53083,15-05-2022,65,216,9,33,3,0,13,6,5,1,5,7,0,-1,0,0,0,0,Male,17,Card,43,274,Together,2
PhD,33629,08-08-2021,49,133,2,16,0,0,4,5,3,1,4,9,0,-1,0,0,0,0,Female,13,Cash,43,155,Together,2
Master,74881,08-03-2022,48,506,74,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,Male,27,Online,38,967,Together,2
Graduation,42554,12-01-2022,93,30,3,11,0,0,0,2,2,0,3,4,0,-1,0,0,0,0,Female,7,Not Provided,40,44,Together,2
2n Cycle,66664,25-09-2021,78,399,98,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,Other,19,Card,38,1292,Together,0
Graduation,80763,15-08-2022,17,675,170,108,192,42,231,1,5,11,6,3,0,-1,0,1,0,0,Other,23,Cash,33,1418,Married,0
2n Cycle,35388,07-03-2022,20,7,6,7,4,3,8,1,1,0,3,7,0,-1,0,0,0,0,Male,5,Not Provided,41,35,Divorced,1
Graduation,63810,11-11-2021,45,978,14,253,16,12,101,4,4,3,12,8,0,-1,0,0,0,0,Female,23,Card,46,1374,Single,1
Graduation,67445,12-08-2021,63,758,82,217,29,80,11,5,9,6,12,6,0,-1,0,0,0,0,Female,32,Not Provided,43,1177,Married,1
2n Cycle,62905,10-09-2022,68,167,77,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,Female,20,Online,38,625,Married,1
Master,29435,06-08-2021,11,71,5,37,4,2,64,4,3,2,2,9,0,0,0,0,0,0,Female,11,Not Provided,43,183,Divorced,2
PhD,46610,29-10-2021,8,97,14,96,33,22,43,6,4,1,6,6,0,-1,0,0,0,0,Other,17,Cash,40,305,Divorced,2
Graduation,25410,31-08-2022,48,3,4,4,13,13,4,1,1,0,4,4,0,-1,0,0,0,0,Female,6,Online,42,41,Married,1
PhD,54237,27-04-2022,48,268,5,30,4,0,57,4,5,2,5,6,0,-1,0,0,0,0,Female,16,Not Provided,48,364,Divorced,1
Graduation,78618,28-09-2021,87,737,165,818,212,163,61,1,4,7,10,2,0,-1,0,0,0,0,Other,22,Online,42,2156,Married,0
Graduation,26150,11-03-2022,61,6,3,13,3,5,1,1,1,0,3,7,0,-1,0,0,0,0,Female,5,Mobile,36,31,Divorced,3
Graduation,32952,01-12-2022,36,39,2,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,Other,6,Cash,33,58,Divorced,1
Graduation,43020,30-11-2022,79,46,9,99,4,25,43,3,4,1,4,6,0,-1,0,0,0,0,Male,12,Not Provided,33,226,Single,1
2n Cycle,32146,12-05-2023,16,27,5,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,Other,8,Not Provided,34,69,Married,1
PhD,38578,22-06-2022,2,39,6,22,3,3,3,3,3,0,3,8,0,-1,0,0,0,0,Other,9,Mobile,30,76,Single,2
2n Cycle,35688,22-08-2021,94,74,5,90,12,1,32,7,4,1,4,8,0,-1,0,0,0,0,Female,16,Not Provided,34,214,Married,3
Graduation,23295,13-07-2022,72,1,2,1,2,12,5,1,1,0,2,8,0,-1,0,0,0,0,Male,4,Not Provided,27,23,Divorced,0
Graduation,54233,04-02-2022,46,653,10,158,21,0,142,4,11,6,5,8,0,-1,0,0,0,0,Male,26,Cash,35,984,Married,1
2n Cycle,78497,01-12-2022,44,208,28,447,75,0,223,1,5,7,12,2,0,-1,0,1,0,0,Male,25,Online,42,981,Married,0
PhD,31686,05-06-2023,31,12,2,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,Female,6,Cash,37,20,Married,2
PhD,54432,09-05-2022,37,34,2,5,0,0,0,1,1,0,3,4,0,-1,0,0,0,0,Female,5,Card,38,41,Married,3
Graduation,56386,27-10-2021,51,231,50,214,13,32,75,8,9,1,7,9,0,-1,0,0,0,0,Male,25,Mobile,42,615,Together,2
Graduation,47320,01-08-2022,10,201,21,111,50,15,19,6,5,1,8,6,0,-1,0,0,0,0,Male,20,Not Provided,38,417,Together,1
Master,85738,23-01-2023,41,914,28,376,17,26,13,1,3,6,11,1,0,-1,0,0,0,0,Male,21,Cash,39,1374,Together,0
PhD,113734,28-05-2023,9,7,4,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,Male,27,Cash,43,280,Single,0
Graduation,55635,13-11-2021,34,236,67,164,50,49,27,4,7,3,7,6,0,-1,0,0,0,0,Female,21,Not Provided,38,593,Divorced,1
Graduation,32871,09-03-2022,28,23,4,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,Other,5,Online,38,46,Married,2
Graduation,75903,08-04-2022,50,341,110,185,130,38,100,2,6,6,9,3,0,-1,0,0,0,0,Other,23,Cash,37,904,Married,1
Graduation,72099,27-10-2021,18,547,93,410,119,0,22,1,3,4,10,1,0,-1,0,0,0,0,Male,18,Mobile,37,1191,Married,0
Graduation,69096,27-09-2022,4,248,51,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,Other,18,Card,36,656,Together,1
Graduation,58330,25-12-2022,87,446,55,213,104,98,151,1,6,4,13,4,0,-1,0,0,0,0,Male,24,Online,36,1067,Widow,1
Graduation,70886,14-10-2022,65,408,72,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,Female,14,Not Provided,42,963,Married,1
Master,27100,05-04-2022,64,13,2,13,2,0,10,1,1,0,3,7,0,-1,0,0,0,0,Female,5,Card,36,40,Married,1
PhD,82571,02-04-2023,28,862,33,558,62,95,79,0,6,5,13,2,0,-1,0,0,0,0,Male,24,Online,36,1689,Widow,0
Graduation,58138,04-09-2021,58,636,90,546,172,88,88,3,8,10,4,7,0,0,0,0,0,0,Female,25,Cash,39,1620,Single,0
Graduation,62820,11-05-2022,51,399,63,265,138,61,53,1,3,4,6,1,0,-1,0,0,0,0,Other,14,Cash,34,979,Married,0
Basic,14906,22-12-2021,86,8,9,14,7,16,15,3,2,1,3,7,0,-1,0,0,0,0,Female,9,Mobile,36,69,Single,0
Graduation,44503,16-04-2023,83,32,3,8,0,0,8,2,2,0,3,6,0,-1,0,0,0,0,Male,7,Mobile,28,51,Single,2
Graduation,27803,26-08-2021,40,9,28,46,38,9,49,2,3,0,4,8,0,-1,0,0,0,0,Other,9,Online,42,179,Married,1
Graduation,68118,18-10-2022,51,596,25,123,10,23,154,2,8,9,4,6,0,-1,0,0,0,0,Male,23,Card,42,931,Divorced,1
Graduation,81205,13-01-2023,43,725,76,929,97,55,130,1,5,6,7,2,1,1,1,0,1,0,Female,19,Online,32,2012,Together,0
Master,89616,25-02-2022,36,672,49,655,145,111,15,1,7,5,12,2,0,-1,0,0,0,0,Male,25,Mobile,34,1647,Single,0
Graduation,34380,02-05-2022,68,73,9,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,Male,12,Not Provided,28,178,Married,1
